,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
26820,1999-01-01T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26821,1999-01-02T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26822,1999-01-03T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26823,1999-01-04T00:00:00.0000000,3703939,VANHEE POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
26824,1999-03-22T00:00:00.0000000,3703939,VANHEE POND NO 3,66.7,5300584,SHOSHONE POWER PLANT
26825,1999-03-23T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26826,1999-03-24T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26827,1999-03-25T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26828,1999-03-26T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26829,1999-03-27T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26830,1999-03-28T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26831,1999-03-29T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26832,1999-03-30T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26833,1999-03-31T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26834,1999-04-01T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26835,1999-04-02T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26836,1999-04-03T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26837,1999-04-04T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26838,1999-04-05T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26839,1999-04-06T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26840,1999-04-07T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26841,1999-04-08T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26842,1999-04-09T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26843,1999-04-10T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26844,1999-04-11T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26845,1999-04-12T00:00:00.0000000,3703939,VANHEE POND NO 3,66.7,5300584,SHOSHONE POWER PLANT
26846,1999-04-12T00:00:00.0000000,3703939,VANHEE POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
26847,1999-04-13T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26848,1999-04-14T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26849,1999-04-15T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26850,1999-04-16T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26851,1999-04-17T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26852,1999-04-18T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26853,1999-04-19T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26854,1999-04-20T00:00:00.0000000,3703939,VANHEE POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
26855,1999-04-21T00:00:00.0000000,3703939,VANHEE POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
26856,1999-01-01T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26857,1999-01-02T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26858,1999-01-03T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26859,1999-01-04T00:00:00.0000000,3703908,CHIPMAN POND,33.3,5300584,SHOSHONE POWER PLANT
26860,1999-03-22T00:00:00.0000000,3703908,CHIPMAN POND,66.7,5300584,SHOSHONE POWER PLANT
26861,1999-03-23T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26862,1999-03-24T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26863,1999-03-25T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26864,1999-03-26T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26865,1999-03-27T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26866,1999-03-28T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26867,1999-03-29T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26868,1999-03-30T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26869,1999-03-31T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26870,1999-04-01T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26871,1999-04-02T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26872,1999-04-03T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26873,1999-04-04T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26874,1999-04-05T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26875,1999-04-06T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26876,1999-04-07T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26877,1999-04-08T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26878,1999-04-09T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26879,1999-04-10T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26880,1999-04-11T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26881,1999-04-12T00:00:00.0000000,3703908,CHIPMAN POND,66.7,5300584,SHOSHONE POWER PLANT
26882,1999-04-12T00:00:00.0000000,3703908,CHIPMAN POND,33.3,5300584,SHOSHONE POWER PLANT
26883,1999-04-13T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26884,1999-04-14T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26885,1999-04-15T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26886,1999-04-16T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26887,1999-04-17T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26888,1999-04-18T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26889,1999-04-19T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26890,1999-04-20T00:00:00.0000000,3703908,CHIPMAN POND,100.0,5300584,SHOSHONE POWER PLANT
26891,1999-04-21T00:00:00.0000000,3703908,CHIPMAN POND,33.3,5300584,SHOSHONE POWER PLANT
26892,1999-01-01T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26893,1999-01-02T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26894,1999-01-03T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26895,1999-01-04T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,33.3,5300584,SHOSHONE POWER PLANT
26896,1999-03-22T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,66.7,5300584,SHOSHONE POWER PLANT
26897,1999-03-23T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26898,1999-03-24T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26899,1999-03-25T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26900,1999-03-26T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26901,1999-03-27T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26902,1999-03-28T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26903,1999-03-29T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26904,1999-03-30T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26905,1999-03-31T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26906,1999-04-01T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26907,1999-04-02T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26908,1999-04-03T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26909,1999-04-04T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26910,1999-04-05T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26911,1999-04-06T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26912,1999-04-07T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26913,1999-04-08T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26914,1999-04-09T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26915,1999-04-10T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26916,1999-04-11T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26917,1999-04-12T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,66.7,5300584,SHOSHONE POWER PLANT
26918,1999-04-12T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,33.3,5300584,SHOSHONE POWER PLANT
26919,1999-04-13T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26920,1999-04-14T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26921,1999-04-15T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26922,1999-04-16T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26923,1999-04-17T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26924,1999-04-18T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26925,1999-04-19T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26926,1999-04-20T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,100.0,5300584,SHOSHONE POWER PLANT
26927,1999-04-21T00:00:00.0000000,5302027,MIN LAKE HANGING LAKE,33.3,5300584,SHOSHONE POWER PLANT
26928,1999-01-01T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26929,1999-01-02T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26930,1999-01-03T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26931,1999-01-04T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,33.3,5300584,SHOSHONE POWER PLANT
26932,1999-03-22T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,66.7,5300584,SHOSHONE POWER PLANT
26933,1999-03-23T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26934,1999-03-24T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26935,1999-03-25T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26936,1999-03-26T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26937,1999-03-27T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26938,1999-03-28T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26939,1999-03-29T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26940,1999-03-30T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26941,1999-03-31T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26942,1999-04-01T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26943,1999-04-02T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26944,1999-04-03T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26945,1999-04-04T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26946,1999-04-05T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26947,1999-04-06T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26948,1999-04-07T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26949,1999-04-08T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26950,1999-04-09T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26951,1999-04-10T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26952,1999-04-11T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26953,1999-04-12T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,66.7,5300584,SHOSHONE POWER PLANT
26954,1999-04-12T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,33.3,5300584,SHOSHONE POWER PLANT
26955,1999-04-13T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26956,1999-04-14T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26957,1999-04-15T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26958,1999-04-16T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26959,1999-04-17T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26960,1999-04-18T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26961,1999-04-19T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26962,1999-04-20T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,100.0,5300584,SHOSHONE POWER PLANT
26963,1999-04-21T00:00:00.0000000,5003621,INFANGER RESERVOIR NO 3,33.3,5300584,SHOSHONE POWER PLANT
26964,1999-01-01T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26965,1999-01-02T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26966,1999-01-03T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26967,1999-01-04T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,33.3,5300584,SHOSHONE POWER PLANT
26968,1999-03-22T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,66.7,5300584,SHOSHONE POWER PLANT
26969,1999-03-23T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26970,1999-03-24T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26971,1999-03-25T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26972,1999-03-26T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26973,1999-03-27T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26974,1999-03-28T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26975,1999-03-29T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26976,1999-03-30T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26977,1999-03-31T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26978,1999-04-01T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26979,1999-04-02T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26980,1999-04-03T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26981,1999-04-04T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26982,1999-04-05T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26983,1999-04-06T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26984,1999-04-07T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26985,1999-04-08T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26986,1999-04-09T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26987,1999-04-10T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26988,1999-04-11T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26989,1999-04-12T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,66.7,5300584,SHOSHONE POWER PLANT
26990,1999-04-12T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,33.3,5300584,SHOSHONE POWER PLANT
26991,1999-04-13T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26992,1999-04-14T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26993,1999-04-15T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26994,1999-04-16T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26995,1999-04-17T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26996,1999-04-18T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26997,1999-04-19T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26998,1999-04-20T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,100.0,5300584,SHOSHONE POWER PLANT
26999,1999-04-21T00:00:00.0000000,5003620,INFANGER RESERVOIR NO 2,33.3,5300584,SHOSHONE POWER PLANT
27000,1999-01-01T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27001,1999-01-02T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27002,1999-01-03T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27003,1999-01-04T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,33.3,5300584,SHOSHONE POWER PLANT
27004,1999-03-22T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,66.7,5300584,SHOSHONE POWER PLANT
27005,1999-03-23T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27006,1999-03-24T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27007,1999-03-25T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27008,1999-03-26T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27009,1999-03-27T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27010,1999-03-28T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27011,1999-03-29T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27012,1999-03-30T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27013,1999-03-31T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27014,1999-04-01T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27015,1999-04-02T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27016,1999-04-03T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27017,1999-04-04T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27018,1999-04-05T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27019,1999-04-06T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27020,1999-04-07T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27021,1999-04-08T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27022,1999-04-09T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27023,1999-04-10T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27024,1999-04-11T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27025,1999-04-12T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,66.7,5300584,SHOSHONE POWER PLANT
27026,1999-04-12T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,33.3,5300584,SHOSHONE POWER PLANT
27027,1999-04-13T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27028,1999-04-14T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27029,1999-04-15T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27030,1999-04-16T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27031,1999-04-17T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27032,1999-04-18T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27033,1999-04-19T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27034,1999-04-20T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,100.0,5300584,SHOSHONE POWER PLANT
27035,1999-04-21T00:00:00.0000000,5303511,GALLEGOS RANCH POND NO.2,33.3,5300584,SHOSHONE POWER PLANT
27036,1999-01-01T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
27037,1999-01-02T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
27038,1999-01-03T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
27039,1999-01-04T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,33.3,5300584,SHOSHONE POWER PLANT
27040,1999-03-22T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,66.7,5300584,SHOSHONE POWER PLANT
27041,1999-03-23T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
27042,1999-03-24T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
27043,1999-03-25T00:00:00.0000000,5303512,GALLEGOS RANCH POND NO.3,100.0,5300584,SHOSHONE POWER PLANT
