WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
7204109,50.36,12/31/89,50769.31928,10890,39.090196,-108.390363,10865
7204110,49.99,12/31/89,50769.31928,13068,39.089037,-108.392117,10865
3603661,2.02,12/31/89,50769.30316,435600,39.968212,-106.327614,10865
3803726,44.59,12/31/89,50769.13552,914760,39.196933,-106.823074,10865
3804022,24.77,12/31/88,50740,65340,39.112779,-107.268954,11230
5104060,0.31,12/31/88,50726,152460,39.935779,-106.136872,11230
3703697,8.42,12/31/88,50648,43560,39.578403,-106.74132,11230
3904012,2.17,12/31/88,50635,36590.4,39.603489,-107.440064,11230
5203978,2.74,12/31/88,50603,217800,39.944973,-106.495156,11230
7204116,0.97,12/31/88,50570,108900,39.089484,-108.644656,11230
3804082,6.51,12/31/88,50556,261360,39.380664,-106.93578,11230
3804083,6.29,12/31/88,50556,42688.8,39.240948,-106.803333,11230
3804084,6.17,12/31/88,50556,121968,39.241383,-106.803171,11230
3804085,6.18,12/31/88,50556,15246,39.241827,-106.80302,11230
3804137,0,12/31/88,50534,87120,39.29465,-106.908309,11230
7204105,3.43,12/31/88,50525,60984,39.150831,-108.137776,11230
3804106,2.73,12/31/88,50451,119790,39.301129,-106.964745,11230
3804107,2.72,12/31/88,50451,76665.6,39.301402,-106.965137,11230
3804108,2.7,12/31/88,50451,12806.64,39.301791,-106.965112,11230
3804074,1.14,12/31/88,50403.50302,1742400,39.240278,-106.845278,11230
3603628,2.27,12/31/88,50403.50233,108900,39.966165,-106.323949,11230
3804072,20.59,12/31/88,50403.50201,80586,39.164302,-107.247763,11230
3805749,0.06,12/31/88,50403.50115,25134.12,39.200769,-106.820915,11230
7204108,8.74,12/31/88,50403.49862,52272,39.088169,-108.105691,11230
3803611,4.15,12/31/88,50403.49255,32670,39.372385,-107.163376,11230
3804073,29.24,12/31/88,50403.48687,217800,39.075473,-107.213004,11230
3804367,0.99,12/31/88,50403.47207,4356,39.249495,-106.889661,11230
3703696,8.42,12/31/88,50403.41089,43560,39.580016,-106.741896,11230
5104057,0.06,12/31/88,50403.38654,217800,40.06396,-106.191381,11230
3703524,5.26,12/31/88,50403.35303,19569765.6,39.479397,-106.735913,11230
3803754,49.51,12/31/88,50403.27758,3136320,39.172456,-106.754204,11230
3804111,49.54,12/31/88,50403.27758,653400,39.171182,-106.750815,11230
3804112,49.54,12/31/88,50403.27758,1481040,39.171168,-106.749947,11230
3804113,49.54,12/31/88,50403.27758,2874960,39.17069,-106.742157,11230
5003668,13.16,12/31/87,50386,2613295080,40.113067,-106.414864,11596
3703969,2.22,12/31/87,50361,326700,39.633711,-106.640015,11596
3602043,44.07,12/31/87,50313,50,39.626502,-106.067725,11596
3602044,41.96,12/31/87,50313,55,39.651479,-106.076243,11596
3602045,35.6,12/31/87,50313,75,39.723394,-106.125471,11596
3602046,33.97,12/31/87,50313,115,39.737003,-106.133436,11596
3602047,29.76,12/31/87,50313,125,39.782832,-106.162255,11596
3602048,22.86,12/31/87,50313,125,39.8343,-106.227219,11596
3602049,0.02,12/31/87,50313,60,40.04256,-106.397731,11596
5102068,277.89,12/31/87,50313,18,40.251897,-105.867814,11596
5102069,272.61,12/31/87,50313,50,40.205623,-105.837438,11596
3804068,8.47,12/31/87,50312,130680,39.23653,-106.981432,11596
3804075,8.33,12/31/87,50312,215186.4,39.237562,-106.98071,11596
3804076,8.29,12/31/87,50312,116740.8,39.238579,-106.981238,11596
5303612,27.32,12/31/11,50282,8712,40.054859,-106.996111,2830
3703706,8.75,12/31/87,50219,21780,39.545727,-106.243581,11596
3804067,11.28,12/31/87,50200,132858,39.073198,-106.801909,11596
3804019,2.76,12/31/87,50145,48351.6,39.28537,-107.028721,11596
3804116,1.44,12/31/87,50145,27007.2,39.299869,-107.020201,11596
3804117,1.44,12/31/87,50145,13068,39.301503,-107.018695,11596
3804118,1.44,12/31/87,50145,179902.8,39.304866,-107.01268,11596
3804119,1.44,12/31/87,50145,54885.6,39.302268,-107.012311,11596
3804120,1.44,12/31/87,50145,6098.4,39.300913,-107.012769,11596
3804121,4.71,12/31/87,50145,4356,39.298853,-107.017677,11596
3804122,5.57,12/31/87,50145,46173.6,39.293665,-107.022424,11596
3804123,5.64,12/31/87,50145,2178,39.292012,-107.026559,11596
3804124,5.71,12/31/87,50145,1306.8,39.290981,-107.028292,11596
3804125,1.44,12/31/87,50145,1306.8,39.289194,-107.028726,11596
3804126,1.44,12/31/87,50145,1306.8,39.289189,-107.031079,11596
3804127,2.58,12/31/87,50145,871.2,39.286353,-107.026456,11596
3804128,2.58,12/31/87,50145,871.2,39.286439,-107.026209,11596
3804129,2.54,12/31/87,50145,871.2,39.286712,-107.025682,11596
3804130,1.93,12/31/87,50145,6098.4,39.293357,-107.017582,11596
3804131,1.44,12/31/87,50145,6098.4,39.295816,-107.024338,11596
3804132,4.79,12/31/87,50145,6098.4,39.296888,-107.022382,11596
3804134,4.59,12/31/87,50145,6098.4,39.301411,-107.018666,11596
3804070,1.44,12/31/87,50038.50024,16117.2,39.345742,-107.070574,11596
3804050,50.66,12/31/87,50038.49864,2395.8,39.147628,-106.783789,11596
3703690,0.95,12/31/87,50038.49798,83722.32,39.637035,-106.950076,11596
5300594,2.8,12/31/87,50038.49551,13.32,39.977996,-106.817619,11596
5303966,5.95,12/31/87,50038.49551,5575680,39.990398,-106.815526,11596
3603543,15.77,12/31/87,50038.49309,2101247280,39.876384,-106.330637,11596
3604512,44.67,12/31/87,50038.49309,6762080160,408538,4385936,11596
3804110,16.81,12/31/87,50038.48333,139392,39.412951,-107.169736,11596
3804051,2.97,12/31/87,50038.48212,130680,39.20145,-106.893064,11596
3601044,56.47,12/31/87,50038.48023,13372920,39.475293,-106.047168,11596
3904001,111.92,12/31/87,50038.4602,112384.8,39.534412,-107.741787,11596
3804088,2.97,12/31/87,50038.44772,23522.4,39.431869,-107.16499,11596
5103752,3.42,12/31/87,50038.4304,47480400,40.262,-106.114546,11596
3804052,1.14,12/31/87,50038.41151,74923.2,39.316666,-106.981895,11596
3804087,2.75,12/31/87,50038.40358,3136320,39.429683,-107.16627,11596
3804069,8.47,12/31/87,50038.36705,304920,39.236556,-106.981539,11596
3804066,11.42,12/31/87,50038.32658,68824.8,39.071269,-106.801363,11596
3804067,11.28,12/31/87,50038.32658,132858,39.073198,-106.801909,11596
3803877,15.13,12/31/87,50038.27545,435.6,39.232022,-107.227286,11596
3804079,23.03,12/31/86,50008,10890,39.133818,-107.264038,11961
3804009,4.01,12/31/86,49949,9583.2,39.1572,-106.845373,11961
3804012,4.07,12/31/86,49862,4356,39.193785,-106.892234,11961
3804013,4.15,12/31/86,49862,8712,39.192352,-106.892265,11961
3703686,2.12,12/31/86,49833,31798.8,39.609089,-106.614158,11961
3702056,0.01,12/31/86,49802,14,39.608804,-106.449249,11961
3703688,1.91,12/31/86,49796,14157,39.635835,-106.659852,11961
3602030,50.93,12/31/86,49746,20,39.546382,-106.038291,11961
3602033,2.52,12/31/86,49746,12,39.603839,-106.010583,11961
3602037,49.01,12/31/86,49746,32,39.569947,-106.049489,11961
7202001,22.8,12/31/86,49746,16,39.240106,-107.966533,11961
3803554,3.25,12/31/86,49673.49582,96703.2,39.439313,-107.166325,11961
3804009,4.01,12/31/86,49673.48363,1306.8,39.1572,-106.845373,11961
3603625,0.62,12/31/86,49673.47786,2314778.4,39.793039,-106.179239,11961
7204102,3.72,12/31/86,49673.46173,409464,39.113849,-108.175831,11961
5003661,4.08,12/31/86,49673.42368,2101770,40.097773,-106.318385,11961
3804011,3.94,12/31/86,49673.41637,174240,39.19552,-106.88919,11961
4503698,11.33,12/31/86,49673.34482,1001.88,39.407946,-107.509852,11961
3804057,3.23,12/31/86,49673.27758,609840,39.199558,-106.887386,11961
3803998,15.89,12/31/85,49658,65340,39.221835,-107.224466,12326
3802111,25.85,12/31/85,49620,55,39.366669,-107.034495,12326
3802112,12.83,12/31/85,49620,75,39.419256,-107.23629,12326
3603669,1.25,12/31/85,49581,139392,39.671443,-106.094566,12326
7204097,0,12/31/85,49566,217800,39.183481,-108.147281,12326
3603694,4.78,12/31/85,49563,87120,39.640967,-105.87645,12326
3804006,6.33,12/31/85,49535,32670,39.241401,-106.8009,12326
3804007,6.29,12/31/85,49535,32670,39.242087,-106.801358,12326
3804008,6.28,12/31/85,49535,4356,39.241889,-106.801921,12326
5003659,30.13,12/31/85,49490,87120,40.258381,-106.460919,12326
5000762,3.53,12/31/85,49451,14,40.180947,-106.492379,12326
3803990,5.46,12/31/85,49423,647301.6,39.428296,-107.31129,12326
5000617,10.86,12/31/85,49403,36,40.160817,-106.559201,12326
5000617,10.86,12/31/85,49403,27094320,40.160817,-106.559201,12326
3903998,0,12/31/85,49348,43560,39.566514,-107.66755,12326
3803986,0.39,12/31/85,49338,297514.8,39.306337,-106.981569,12326
3803980,1.39,12/31/85,49308.49249,65340,39.359028,-107.182318,12326
3803981,1.44,12/31/85,49308.49249,43560,39.358613,-107.181423,12326
3803982,1.35,12/31/85,49308.49249,65340,39.358937,-107.182941,12326
3803983,1.33,12/31/85,49308.49249,43560,39.360249,-107.183525,12326
3603665,0.5,12/31/85,49308.49216,60984,39.653854,-106.085949,12326
3603667,1.01,12/31/85,49308.49216,100188,39.662116,-106.090031,12326
3603668,1.01,12/31/85,49308.49216,108900,39.661997,-106.090062,12326
3603670,1.25,12/31/85,49308.49216,56628,39.668194,-106.09573,12326
3603671,1.25,12/31/85,49308.49216,108900,39.672008,-106.095227,12326
3703689,0.7,12/31/85,49308.49124,8712,39.659236,-106.599273,12326
3804198,35.49,12/31/85,49308.48942,8712,39.287846,-106.913361,12326
3804199,35.52,12/31/85,49308.48942,43560,39.287565,-106.912367,12326
3603662,0.47,12/31/85,49308.4885,540144,39.663604,-106.087135,12326
3603663,0.29,12/31/85,49308.4885,278784,39.658556,-106.083582,12326
3603664,0.5,12/31/85,49308.4885,143748,39.653843,-106.085988,12326
3603666,1.06,12/31/85,49308.4885,335412,39.658875,-106.093401,12326
3803992,44.3,12/31/85,49308.4819,257004,39.208964,-106.821763,12326
3803988,5.26,12/31/85,49308.46537,43560,39.43046,-107.307574,12326
3803989,5.17,12/31/85,49308.46537,43560,39.431763,-107.307303,12326
5103746,248.77,12/31/85,49308.45168,217800,40.063495,-106.106942,12326
5103745,0.33,12/31/85,49308.44803,2273832,39.989027,-105.854472,12326
3803993,38.36,12/31/85,49308.43585,174240,39.261096,-106.869483,12326
3804198,35.49,12/31/85,49308.42733,8712,39.287846,-106.913361,12326
5104010,7.65,12/31/85,49308.42613,588060,39.939922,-105.912822,12326
5103747,6.71,12/31/85,49308.39659,1306800,39.981081,-105.784452,12326
3703644,5.54,12/31/84,49304,217800,39.808987,-106.718762,12691
3703681,2.31,12/31/84,49304,348480,39.792902,-106.680825,12691
5003648,5.66,12/31/82,49216,1900087.2,40.218145,-106.494023,13422
3803959,1.99,12/31/84,49102,653400,39.495252,-107.165398,12691
3803970,2.19,12/31/84,49102,871200,39.496783,-107.158654,12691
5104052,263.42,12/31/84,48942.48884,753588,40.122046,-105.898147,12691
3803971,0.13,12/31/84,48942.48698,300564,39.2066,-106.857923,12691
7203975,44.98,12/31/84,48942.48486,91476,39.046781,-108.474705,12691
3803985,6.6,12/31/84,48942.4812,21780,39.460357,-107.171754,12691
5303955,1.51,12/31/84,48942.47664,87120,39.752486,-107.12523,12691
3803960,24.59,12/31/84,48942.47359,21780,39.115742,-107.267124,12691
3803984,44.88,12/31/84,48942.40389,43560,39.202296,-106.810741,12691
3703645,5.38,12/31/84,48942.35064,8712,39.813023,-106.722856,12691
3703659,8.32,12/31/84,48942.35064,17424,39.80576,-106.719003,12691
3703665,9.24,12/31/84,48942.35064,653400,39.776694,-106.738882,12691
3703674,5.84,12/31/84,48942.35064,4356,39.76589,-106.687603,12691
4503688,11.33,12/31/84,48942.34482,1306.8,39.408691,-107.508756,12691
4503689,11.68,12/31/84,48942.34482,435.6,39.408197,-107.501428,12691
4503690,11.79,12/31/84,48942.34482,6098.4,39.406698,-107.502892,12691
4503691,11.33,12/31/84,48942.34482,871.2,39.410237,-107.507818,12691
4503692,11.33,12/31/84,48942.34482,435.6,39.409053,-107.50867,12691
5103748,8.48,12/31/84,48942.31776,130680,39.979804,-106.145915,12691
3804060,1.96,12/31/83,48878,435600,39.216886,-106.88785,13057
3703753,2.12,12/31/83,48832,4791.6,39.603037,-106.619099,13057
3703754,2.12,12/31/83,48832,6098.4,39.601131,-106.618622,13057
3703755,2.12,12/31/83,48832,2613.6,39.600162,-106.618826,13057
3703756,2.12,12/31/83,48832,14374.8,39.598941,-106.619513,13057
3703757,2.12,12/31/83,48832,14374.8,39.599128,-106.620985,13057
3703759,2.12,12/31/83,48832,14374.8,39.603068,-106.622113,13057
3703760,2.12,12/31/83,48832,14374.8,39.605848,-106.62431,13057
3703765,2.12,12/31/83,48832,14374.8,39.600675,-106.623734,13057
3601100,42.22,12/31/83,48827,87120,39.647848,-106.068998,13057
3803966,11.13,12/31/83,48800,30492,39.205767,-106.983279,13057
4503693,1.67,12/31/83,48735,1159131.6,39.528252,-107.610346,13057
3803793,7.17,12/31/83,48577.48517,4356,39.252588,-106.978389,13057
7203854,5.45,12/31/83,48577.48487,500068.8,39.084047,-108.274104,13057
7203948,7.76,12/31/83,48577.48456,3049.2,39.156206,-107.910054,13057
3803797,13.84,12/31/83,48577.4838,105850.8,39.246365,-107.238702,13057
4503646,90.37,12/31/83,48577.48332,87120,39.443504,-108.033236,13057
3603624,1.41,12/31/83,48577.4767,261360,39.526719,-106.026053,13057
5003618,3.97,12/31/83,48577.4739,13307580,40.153968,-106.458449,13057
3803798,0.23,12/31/83,48577.47297,13068,39.407394,-107.233449,13057
3803968,35.7,12/31/83,48577.45449,19166.4,39.288711,-106.906737,13057
3803969,35.68,12/31/83,48577.45449,12196.8,39.288926,-106.907215,13057
3803799,0.51,12/31/83,48577.44711,21780,39.412104,-107.233455,13057
3703695,15.25,12/31/83,48577.4042,52272,39.649241,-106.838081,13057
3804625,35.71,12/31/83,48577.39291,100,39.244396,-106.530528,13057
3903994,10.93,12/31/83,48577.33237,217800,39.723174,-107.875054,13057
5104054,10.49,12/31/83,48577.32141,304920,40.015659,-105.938188,13057
5104053,263.68,12/31/83,48577.3141,500940,40.12344,-105.894323,13057
5003651,43.8,12/31/82,48485,5017676.4,40.298254,-106.547344,13422
3803586,4.89,12/31/82,48364,139392,39.424837,-107.083398,13422
3803801,5.55,12/31/82,48364,78408,39.431591,-107.078522,13422
3903991,7.62,12/31/82,48347,123057,39.590646,-107.75765,13422
3903992,7.62,12/31/82,48347,123057,39.59066,-107.757903,13422
5003647,2.94,12/31/82,48339,233917.2,40.209403,-106.385679,13422
5003655,2.67,12/31/82,48339,3484800,40.271142,-106.566449,13422
5303976,3.73,12/31/82,48339,1848686.4,40.072595,-106.45514,13422
3803979,3.25,12/31/82,48322,217800,39.43982,-107.166689,13422
3903515,113.18,12/31/82,48302,87120,39.545237,-107.724527,13422
3903516,113.22,12/31/82,48302,87120,39.546025,-107.7238,13422
3803794,1.4,12/31/82,48212.48013,217800,39.421689,-107.111589,13422
3803795,4.97,12/31/82,48212.48013,21780,39.424189,-107.105412,13422
3803796,4.96,12/31/82,48212.48013,21780,39.42296,-107.10216,13422
3603635,1.28,12/31/82,48212.47999,653400,39.722726,-106.155511,13422
3903540,12.61,12/31/82,48212.47999,141570,39.738509,-107.690948,13422
3903543,2.98,12/31/82,48212.47968,26136,39.613145,-108.107455,13422
3903544,2.66,12/31/82,48212.47968,13068,39.608841,-108.106029,13422
3903545,2.56,12/31/82,48212.47968,104544,39.607512,-108.105558,13422
3600985,8.06,12/31/82,48212.47915,129,39.963351,-106.358788,13422
5003645,4.5,12/31/82,48212.47755,22519213.2,40.269641,-106.544716,13422
5003647,2.94,12/31/82,48212.47755,201682.8,40.209403,-106.385679,13422
3903542,114.22,12/31/82,48212.47671,696960,39.553421,-107.718169,13422
5003616,3.29,12/31/82,48212.47389,4378651.2,40.196426,-106.45715,13422
5003649,5,12/31/82,48212.47389,810216,40.210325,-106.483569,13422
5003616,3.29,12/31/82,48212.47233,2500344,40.196426,-106.45715,13422
7203854,5.45,12/31/82,48212.46873,27617040,39.084047,-108.274104,13422
3601085,1.33,12/31/82,48212.44803,12.9,39.501493,-106.156528,13422
3603636,39.97,12/31/82,48212.40754,1089000,39.671391,-106.09451,13422
5104051,281.45,12/31/82,48212.39993,3158100,40.280673,-105.857048,13422
7203940,14.78,12/31/82,48212.36676,65340,39.279627,-108.598773,13422
3703522,5.13,12/31/82,48212.31776,13155120,39.716309,-106.824275,13422
3703743,1.86,12/31/82,48212.31776,205603.2,39.69044,-106.807605,13422
3903541,12.56,12/31/82,48212.19722,21780,39.737823,-107.691211,13422
3903997,11.29,12/31/81,48182,10890,39.730493,-107.869049,13787
3803685,0.18,12/31/81,48172,162914.4,39.29634,-106.921194,13787
3803948,43.75,12/31/81,48152,3833.28,39.205035,-106.829648,13787
7203979,72.68,12/31/81,48132,15681600,39.289422,-108.231218,13787
3803928,5.58,12/31/81,48065,43560,39.458967,-107.1894,13787
3803930,5.21,12/31/81,48065,87555.6,39.460118,-107.195979,13787
3803931,5.02,12/31/81,48065,57934.8,39.459998,-107.199009,13787
3803933,4.77,12/31/81,48065,46173.6,39.459381,-107.203034,13787
7203935,2.21,12/31/81,48029,87120,39.080783,-108.656714,13787
3803871,9.67,12/31/80,48027,188614.8,39.395989,-107.355715,14152
5103750,15.28,12/31/81,47921,196020,39.98899,-105.828393,13787
3703751,2.12,12/31/81,47888,87120,39.6051,-106.619595,13787
3703684,0.34,12/31/81,47884,204732,39.647376,-106.608592,13787
3803778,4.19,12/31/81,47879,343252.8,39.416177,-107.083523,13787
3803713,14.28,12/31/81,47869,3039006960,39.363693,-106.818708,13787
4503600,5.49,12/31/81,47847.47786,34848,39.432025,-107.755489,13787
3803785,6.77,12/31/81,47847.47784,21780,39.453713,-107.168283,13787
4503703,4.58,12/31/81,47847.47634,174240,39.504525,-107.410835,13787
4503662,9.45,12/31/81,47847.47389,21780,39.444956,-107.769339,13787
4503663,6.88,12/31/81,47847.47389,21780,39.462624,-107.764512,13787
4503664,8.94,12/31/81,47847.47389,21780,39.459966,-107.77546,13787
4503665,6.14,12/31/81,47847.47389,34848,39.429056,-107.764158,13787
4503674,9.15,12/31/81,47847.47389,21780,39.443797,-107.762378,13787
4503667,6.22,12/31/81,47847.47359,87120,39.430317,-107.765463,13787
4503668,6.21,12/31/81,47847.47359,21780,39.431269,-107.765473,13787
4503670,6.77,12/31/81,47847.47359,10890,39.463195,-107.747431,13787
3803789,2.38,12/31/81,47847.47116,11194.92,39.467481,-107.322397,13787
3803790,2.34,12/31/81,47847.47116,13372.92,39.468056,-107.322044,13787
7203937,37.59,12/31/81,47847.46842,100188,39.06184,-108.604512,13787
7203938,35.97,12/31/81,47847.46842,1415700,39.057425,-108.611904,13787
7203941,36.04,12/31/81,47847.46783,196020,39.066791,-108.605542,13787
4503599,7.89,12/31/81,47847.46386,13068,39.454562,-107.746123,13787
4503601,8.08,12/31/81,47847.46386,17424,39.448559,-107.745171,13787
3803559,2.03,12/31/81,47847.45595,48220.92,39.216765,-106.883052,13787
3803560,1.28,12/31/81,47847.45595,40205.88,39.222484,-106.879822,13787
3803561,1.44,12/31/81,47847.45595,112820.4,39.224021,-106.882898,13787
3803562,1.75,12/31/81,47847.45595,366775.2,39.22049,-106.892233,13787
3803565,2.19,12/31/81,47847.45595,49571.28,39.216935,-106.897888,13787
3803566,2.19,12/31/81,47847.45595,145490.4,39.216998,-106.899239,13787
3804214,2.26,12/31/81,47847.45595,141352.2,39.213391,-106.886191,13787
3804215,2.19,12/31/81,47847.45595,37984.32,39.216371,-106.896505,13787
3804217,2.3,12/31/81,47847.45595,61759.368,39.215821,-106.90164,13787
3804225,2.19,12/31/81,47847.45595,12196.8,39.216995,-106.897988,13787
3804226,2.3,12/31/81,47847.45595,32539.32,39.215983,-106.902316,13787
3804227,2.3,12/31/81,47847.45595,27529.92,39.21614,-106.90294,13787
3804228,2.3,12/31/81,47847.45595,82589.76,39.215818,-106.901638,13787
3803802,6.42,12/31/81,47847.42976,4356,39.208652,-106.945466,13787
3803803,6.42,12/31/81,47847.42976,13068,39.208652,-106.945466,13787
4503597,8.13,12/31/81,47847.42368,21780,39.449881,-107.75167,13787
4503598,8.13,12/31/81,47847.42368,52272,39.448679,-107.752324,13787
4503602,9.07,12/31/81,47847.42368,21780,39.445667,-107.763143,13787
4503595,8.94,12/31/81,47847.42003,43560,39.451178,-107.767607,13787
4503596,8.93,12/31/81,47847.42003,43560,39.453971,-107.767181,13787
4503676,3.61,12/31/81,47847.40907,87120,39.512469,-107.536658,13787
4503677,3.61,12/31/81,47847.40907,87120,39.512806,-107.536417,13787
4503630,2.89,12/31/81,47847.38715,4356,39.522386,-107.421167,13787
