wdid,streamMile,sum_netAbs,waterDistrict
5105787,,0.033,51
5105788,,0,51
5105790,,0.023,51
5105791,,0.034,51
5105792,,0.034,51
5105793,,0.0089,51
5105794,,0.011,51
5105796,,5.628,51
5105797,,0,51
5105799,,0,51
5105800,,0,51
5105801,,0,51
5105802,,0,51
5105803,,0,51
5105804,,0,51
5105805,,0,51
5105806,,0,51
5105807,,0,51
5105808,,0,51
5105809,,0,51
5105810,,0,51
5105811,,0,51
5105812,,0,51
5105813,,4.0223,51
5105814,,24.265,51
5105815,,0,51
5105816,,0,51
5105817,,0,51
5105818,,0,51
5105819,,0.62,51
5105820,,0,51
5105821,,0,51
5105822,,0,51
5105823,,0,51
5105824,,0,51
5105825,,0,51
5105826,,0.033,51
5105827,,0.016,51
5105828,,0.013,51
5105829,,0.011,51
5105830,,0.0111,51
5105831,,0,51
5105832,,11.9967,51
5105833,,0,51
5105834,,0.013,51
5105835,,0,51
5105837,,0.011,51
5105838,,0.011,51
5105839,,0.033,51
5105840,,0,51
5105841,,0,51
5105842,,0,51
5105843,,0.023,51
5105844,,0.022,51
5105845,,0.033,51
5105846,,0.0123,51
5105847,,0.033,51
5105848,,0,51
5105849,,0.033,51
5105850,,0,51
5105851,,0,51
5105852,,0,51
5105853,,0,51
5105854,,0,51
5105855,,0,51
5105856,,0,51
5105857,,0,51
5105858,,0,51
5105859,,0,51
5105860,,0,51
5105861,,0,51
5105862,,0,51
5105863,,0,51
5105864,,0,51
5105865,,0.02,51
5105866,,0,51
5105867,,0.643,51
5105868,,0.306,51
5105871,,0,51
5105875,,0,51
5105876,,0,51
5105877,,0,51
5105878,,0,51
5105879,,0,51
5105880,274.23,0,51
5105881,,0.013,51
5105882,,0,51
5105883,,0,51
5105884,,0,51
5105885,,0,51
5105886,,0,51
5105887,,0,51
5105888,,0,51
5105889,,0,51
5105890,,0,51
5105891,,0,51
5105892,,0,51
5105893,,0,51
5105894,,0,51
5105895,,0,51
5105896,,0,51
5105897,,0,51
5105898,,0.348,51
5105899,,0.346,51
5105900,,0.0051,51
5105901,,0,51
5105902,,0.0178,51
5105903,,0,51
5105904,,0,51
5105905,,0,51
5105906,,0,51
5105907,,0,51
5105908,,0,51
5105909,,0,51
5105910,,0,51
5105911,,0.02,51
5105912,,0.02,51
5105913,,2.912,51
5105914,,0.033,51
5105915,,7.0969,51
5105916,,14.625,51
5105917,,0.033,51
5105918,,0.0033,51
5105919,,0,51
5105920,,0.011,51
5105921,,0,51
5105922,,0,51
5105923,,0,51
5105924,,0,51
5105925,,0,51
5105926,,0,51
5105928,,0.0068,51
5105929,,0,51
5105930,,0,51
5105931,,0.033,51
5105932,,0.033,51
5105933,,0.018,51
5105934,,0.009,51
5105935,,0,51
5105936,,0.033,51
5105937,,0.033,51
5105938,,0.02,51
5105939,,0.027,51
5105940,,0,51
5105941,,0,51
5105942,,0.027,51
5105943,,0.018,51
5105944,,0.022,51
5105945,,0.033,51
5105946,,0.033,51
5105947,,0,51
5105948,,0,51
5105949,,0,51
5105950,,0,51
5105951,,0,51
5105952,,0.024,51
5105953,,0,51
5105954,,0,51
5105955,,0.033,51
5105956,,0,51
5105957,,0.018,51
5105958,,0,51
5105959,,0,51
5105960,,0,51
5105961,,0.018,51
5105962,,0.007,51
5105963,,0,51
5105964,,0.022,51
5105965,,0,51
5105966,,0,51
5105967,,0,51
5105968,,0,51
5105969,,0,51
5105970,,0,51
5105971,,2.015,51
5105972,,0.022,51
5105973,,0,51
5105974,,0,51
5105975,,0,51
5105976,,0,51
5105977,,0,51
5105978,,0,51
5105979,,0,51
5105980,,0,51
5105981,,0,51
5105982,,0,51
5105983,,0,51
5105984,,0,51
5105985,,0,51
5105986,,0,51
5105987,,0,51
5105988,,0,51
5105989,,0,51
5105990,,0,51
5105991,,0,51
5105992,,0,51
5105993,,0,51
5105994,,0,51
5105995,,0,51
5105996,,0,51
5105997,,0,51
5105998,,0,51
5105999,,0,51
5106000,,0,51
5106001,,0,51
5106002,,0,51
5106003,,0,51
5106004,,0,51
5106005,,0,51
5106006,,0,51
5106007,,0,51
5106008,,0,51
5106009,,0,51
5106010,,0.511,51
5106011,,0,51
5106012,,0.015,51
5106013,,0,51
5106014,,0,51
5106015,,0,51
5106016,,0,51
5106017,,0,51
5106018,,0,51
5106020,,0.025,51
5106021,,0,51
5106022,,0,51
5106023,,0,51
5106024,,0,51
5106025,,0,51
5106026,,0,51
5106027,,0.848,51
5106037,,0,51
5106038,,0,51
5107009,,0,51
5107019,,0,51
5107057,27.47,0,51
5107075,,0,51
5107082,23.63,0,51
5107095,,0,51
5107109,,0,51
5107153,,0,51
5107154,,0,51
5107182,226.63,0,51
5107299,4.38,0,51
5107310,242.9,0,51
5107321,242.9,0,51
5107324,,0,51
5107460,,1.09,51
5107478,,1.25,51
5107489,,2.97,51
5107548,,1,51
5109002,274.78,0.055,51
5109003,7.77,0,51
5109007,19.31,0,51
5109012,1.46,0,51
5109013,273.2,0,51
5109014,0.42,0,51
5109022,19.79,0,51
5109025,27.47,0,51
5109026,6.6,0,51
5109027,6.42,0,51
5109031,11.82,0,51
5109034,25.25,0,51
5109036,27.47,0,51
5109041,2.45,0,51
5109042,278.94,0,51
5109044,24.29,0,51
5109047,275.44,0,51
5109048,7.2,0,51
5109049,2.9,0,51
5109050,226.65,0,51
5109052,9.23,0,51
5109054,1.95,0,51
5109055,18.65,0,51
5109056,3.61,0,51
5109057,11.11,0,51
5109059,275.29,0,51
5109060,275.09,0,51
5109061,9.23,0,51
5109062,282.26,0,51
5109064,9.31,0,51
5109065,0.4,0,51
5109066,2.92,0,51
5109067,2.91,0,51
5109072,8.83,0,51
5109075,274.37,0,51
5109076,274.79,0,51
5109077,3.7,0,51
5109078,1.3,0,51
5109080,13.2,0,51
5109083,1.68,0,51
5109084,1.98,0,51
5109087,272.21,0,51
5109088,4,0,51
5109089,274.23,0,51
5109091,275.08,0,51
5109092,0,0,51
5109094,2.26,0,51
5109095,273.2,0,51
5109097,279.55,0,51
5109099,8.81,0,51
5109100,0.94,0,51
5109101,266.22,0,51
5109102,275.5,0,51
5109103,7.19,0,51
5109104,266.29,0,51
5109105,273.2,0,51
5109106,3.86,0,51
5109107,3.7,0,51
5109108,0.35,0,51
5109109,1.33,0,51
5109113,1.65,0,51
5109114,274.23,0,51
5109116,3.62,0,51
5109119,18.14,0,51
5109120,1.5,0,51
5109121,259.44,0,51
5109122,2.33,0,51
5109124,3.93,0,51
5109127,274.62,0,51
5109129,5.45,0,51
5109130,274.32,0,51
5109132,21.38,0,51
5109133,0.68,0,51
5109135,272.23,0,51
5109138,3.28,0,51
5109140,1.44,0,51
5109144,18.57,0,51
5109146,274.23,0,51
5109149,6.02,0,51
5109150,0,0,51
5109151,3.71,0,51
5109153,5.44,0,51
5109154,266.31,0,51
5109155,3.74,0,51
5109156,283.87,0,51
5109158,259.92,0,51
5109159,23.63,0,51
5109160,7.34,0,51
5109161,266.22,0,51
5109164,2.44,0,51
5109165,8.89,0,51
5109166,6.69,0,51
5109167,226.64,0,51
5109171,1.11,0,51
5109172,20.06,0,51
5109173,9.74,0,51
5109175,4.01,0,51
5109176,1.35,0,51
5109177,5.36,0,51
5109178,25.52,1.08,51
5109179,276.73,0,51
5109180,273.2,0,51
5109181,16.91,0,51
5109182,261.68,0,51
5109183,226.63,0,51
5109185,276.63,0,51
5109186,281.45,0,51
5109188,226.66,0,51
5200423,,0.0022,52
5200500,8.14,5.3,52
5200501,3.95,5.6,52
5200502,0.28,1,52
5200503,0.44,7.87,52
5200505,3.19,6.69,52
5200506,0.38,3.6,52
5200507,2.23,0.8,52
5200508,9.98,0.69,52
5200509,9.9,0.12,52
5200510,9.89,0.08,52
5200511,10.4,2.61,52
5200512,10.12,1.2,52
5200513,10.11,2,52
5200514,3.65,4.75,52
5200515,3.67,3.76,52
5200516,4.03,0,52
5200517,1.64,1.5,52
5200518,4.23,2.79,52
5200519,0.57,0.64,52
5200520,0.41,0.4,52
5200523,,3.5,52
5200524,6.04,5.69,52
5200525,8.85,4,52
5200526,0,5.34,52
5200527,0.67,5.05,52
5200528,3.81,1.98,52
5200529,1.39,2.2,52
5200530,5.68,3.4,52
5200532,0.83,6.54,52
5200534,8.64,7.92,52
5200535,4.64,2.2,52
5200536,8.64,6,52
5200538,3.55,5,52
5200539,5.86,4.78,52
5200540,6.34,0.65,52
5200541,3.05,1.75,52
5200542,4.25,3.48,52
5200543,3.21,5.07,52
5200544,2.9,7.2,52
5200545,11.11,4,52
5200546,0.69,3.3,52
5200547,0.86,1.419,52
5200548,9.59,1.6,52
5200549,5.86,5.15,52
5200551,2.68,0.9,52
5200552,2.46,0.65,52
5200553,3.67,4.11,52
5200554,7.89,1.13,52
5200555,7.89,1.65,52
5200556,1.93,7.55,52
5200557,6.19,0.8,52
5200558,6.37,0.8,52
5200559,6.64,11.81,52
5200560,6.13,0.2,52
5200561,5.81,2.85,52
5200562,1.46,1.6,52
5200563,7.3,6,52
5200564,1.92,1,52
5200565,219.07,9.02,52
5200566,1.23,1.95,52
5200567,11.71,1.78,52
5200568,12.94,4.7,52
5200569,11.1,1.5,52
5200570,1.9,2,52
5200572,10.25,12.64,52
5200574,3.59,3.19,52
5200577,3.29,5.15,52
5200580,0.31,1.88,52
5200581,11.51,2.95,52
5200583,1.5,5.87,52
5200586,5.15,7.2,52
5200587,7.62,0.6,52
5200588,7.75,3.16,52
5200589,,2,52
5200590,12.55,7.98,52
5200591,9.22,7.2,52
5200592,,3.52,52
5200593,197.7,2.46,52
5200595,2.97,0.32,52
5200596,5.58,3,52
5200597,5.61,4.15,52
5200598,12.38,6.02,52
5200599,12.67,8.56,52
5200600,11.51,3.07,52
5200601,141.2,0.4,52
5200602,3.3,1.88,52
5200603,3.25,0.862,52
5200604,8.99,2.97,52
5200605,6.35,3.51,52
5200606,6.36,3.51,52
5200607,7.33,8.05,52
5200608,0.51,0.79,52
5200610,7.24,4.7,52
5200611,1.1,0.05,52
5200612,6.58,2.47,52
5200613,6.7,2.6,52
5200615,5.28,3.53,52
5200616,3.88,6.35,52
5200617,8.63,1.6,52
5200619,8.84,3.5,52
5200620,170.6,0.4456,52
5200621,8.14,3.51,52
5200622,185.68,1.74,52
5200623,0,2.4,52
5200624,9.28,3.2,52
5200625,4.19,0.16,52
5200626,11.11,3.2,52
5200627,11.12,4.58,52
5200628,11.11,5.2,52
5200629,10.99,1.89,52
5200630,10.98,5.49,52
5200631,10.98,7.5,52
5200632,3.3,14.76,52
5200633,0,12,52
5200634,11.14,2,52
5200635,9.02,0.5,52
5200636,7.56,2.65,52
5200637,7.53,4.52,52
5200640,3.25,1.86,52
5200641,8.12,1,52
5200642,4.13,0,52
5200643,1.93,2.17,52
5200644,1.25,0.82,52
5200645,1.56,1.47,52
5200646,1.3,2.32,52
5200647,1.85,1.16,52
5200648,2.74,13.59,52
5200649,0.46,5.04,52
5200651,3.58,2,52
5200652,195.66,3,52
5200653,2.94,1.3,52
5200654,1.56,0.4,52
5200656,9.28,3.3,52
5200657,9.27,0,52
5200658,3.58,16.68,52
5200659,3.23,2.08,52
5200660,3.58,4.8,52
5200661,1.04,0.04,52
5200662,11.1,20.8,52
5200663,3.91,0,52
5200664,4.09,0,52
5200665,5.34,2,52
5200666,5.45,2,52
5200670,16.97,3,52
5200673,0.22,0.55,52
5200674,,0.0044,52
5200675,1.71,10.6,52
5200676,3.58,1.1,52
5200682,,0.022,52
5200683,,0.33,52
5200685,216.9,5,52
5200686,4.62,0,52
5200687,10.11,0,52
5200688,5.6,0,52
5200690,,0.33,52
5200692,3.91,0.5,52
5200693,0.23,1,52
5200694,1.62,0,52
5200695,2.93,0,52
5200698,5.45,0.5,52
5200699,1.69,0,52
5200700,1.43,0,52
5200701,0.76,0.65,52
5200702,1.11,1,52
5200703,1.21,0.55,52
5200704,215.11,0.3,52
5200705,,0.3,52
5200706,,0.2,52
5200707,4.2,0.5,52
5200708,,0.033,52
5200709,168.23,0,52
5200710,,0.15,52
5200711,174.53,0.7,52
5200712,,0.33,52
5200714,167.11,0,52
5200716,9.39,0,52
5200717,8.85,0,52
5200718,,0.07,52
5200719,7.07,0,52
5200720,167.11,0.75,52
5200721,172.32,0.4,52
5200722,216.68,0,52
5200728,2.76,0,52
5200729,2.32,4,52
5200730,1.35,2,52
5200731,171.19,0,52
5200732,,0.33,52
5200733,170.45,4,52
5200734,166.25,0,52
5200735,166.11,0,52
5200736,10.4,0,52
5200737,11.86,0,52
5200738,11.36,0,52
5200739,10.44,0,52
5200740,3.24,0,52
5200741,7.08,0,52
5200742,6.73,0,52
5200743,5.97,0,52
5200744,0.26,0,52
5200745,5.95,0,52
5200746,,0,52
5200747,0,0,52
5200748,184.6,0,52
5200749,184.69,0,52
5200750,0.53,0,52
5200751,7.32,0,52
5200752,3.24,0,52
5200753,3.2,0,52
5200754,1.98,0,52
5200755,1.79,0,52
5200756,1.64,0,52
5200757,8.16,3.2,52
5200758,0.67,0,52
5200759,168.03,0,52
5200760,165.88,0,52
5200762,1.88,8,52
5200763,165.94,0.5,52
5200764,3.06,0,52
5200765,157.69,0,52
5200766,166.45,0,52
5200869,6.09,0,52
5200903,2.85,0,52
5200904,2.69,0,52
5202000,17.25,1,52
5202001,17.3,2,52
5202002,0.01,9,52
5202003,23.06,1,52
5202004,12.3,6.5,52
5202005,12.3,2,52
5202006,0.02,4.5,52
5202007,15.86,1.5,52
5202008,11.11,1,52
5202009,0,2,52
5202010,0,0.75,52
5202011,2.99,1.75,52
5202012,7.01,1.7,52
5203936,4.09,31.82,52
5203937,0.67,10,52
5203939,8.55,181.43,52
5203940,1.86,69.1942,52
5203946,200.7,76.1,52
5203948,5.16,51.7,52
5203949,2.26,51.69,52
5203950,10.21,66.24,52
5203951,,29.6,52
5203959,4.06,37.342,52
5203960,4.09,3,52
5203961,4.09,2.511,52
5203962,4.09,2.289,52
5203963,4.1,5,52
5203964,4.57,3.139,52
5203966,11.08,100,52
5203967,216.2,0.75,52
5203968,,0.75,52
5203969,,2.5,52
5203970,,8,52
5203971,8.94,10,52
5203972,9.8,1.65,52
5203973,10.11,1.16,52
5203974,9.79,1,52
5203975,9.61,1.2,52
5203976,9.46,0,52
5203978,2.74,5,52
5203981,215.66,0,52
5203982,8.94,63.6,52
5203983,7.76,5,52
5203984,7.47,4,52
5203985,,0.1,52
5203986,13.19,1,52
5203987,8.95,0.1,52
5203988,,0.1,52
5203989,,0.1,52
5203990,7.36,0.1,52
5203991,,0.1,52
5203992,,0.1,52
5203993,18.71,0.1,52
5203994,6.47,0.1,52
5203996,4.62,0.1,52
5203997,,0.3,52
5203998,,0.1,52
5203999,8.95,0.1,52
5204000,14.06,0.1,52
5204001,13.05,0.1,52
5204002,206.39,0.1,52
5204003,7.24,0.1,52
5204004,13.05,0.2,52
5204005,204.34,0.1,52
5204006,9.11,0.1,52
5204007,,0.1,52
5204008,10.97,0.1,52
5204009,,0.1,52
5204010,,0.1,52
5204011,,0.5,52
5204012,205.17,0.2,52
5204013,10.92,0.1,52
5204014,6.59,0.2,52
5204015,148.7,0.1,52
5204016,,0.1,52
5204017,,0.4,52
5204018,9.79,0.1,52
5204019,9.11,0.1,52
5204020,204.59,0.1,52
5204021,,0.2,52
5204022,6.95,0,52
5204023,1.04,0,52
5204024,171.24,11.47,52
5204025,171.21,0,52
5204026,170.95,0,52
5204027,170.22,0,52
5204028,169.91,0,52
5204029,1.28,0.5,52
5204030,1.09,0.72,52
5204031,1.74,1.56,52
5204032,166.34,0,52
5204686,15.75,0,52
5204687,201.93,0,52
5205000,,0.033,52
5205001,,0.0037,52
5205002,,0.1,52
5205003,,0.01,52
5205004,,0.022,52
5205006,,0.154,52
5205007,,0.0232,52
5205008,,0.053,52
5205009,,0.053,52
5205010,,0.112,52
5205011,,0.011,52
5205012,,0.0308,52
5205013,,0.0308,52
5205014,,0.057,52
5205015,,0.112,52
5205016,140.75,0.089,52
5205017,,0.1,52
5205018,,0.2,52
5205019,,0.1,52
5205020,,0.1,52
5205021,151.56,0.067,52
5205022,,0.013,52
5205023,,0.02,52
5205024,,0,52
5205025,,0.007,52
5205026,,0.03,52
5205027,,0.007,52
5205028,,0.017,52
5205029,,0.03,52
5205030,,0.004,52
5205031,,0.005,52
5205032,,0.005,52
5205033,,0.005,52
5205034,,0.07,52
5205035,,0.04,52
5205036,,0.14,52
5205041,,0.022,52
5205042,,0.033,52
5205043,,0.01,52
5205045,,0,52
5205046,,0,52
5205047,,0.0111,52
5205048,,0.0668,52
5205049,,0.0668,52
5205050,,0.001,52
5205051,,0.001,52
5205052,,0.001,52
5205053,,0.001,52
5205054,,0.006,52
5205055,,0.001,52
5205056,,0.002,52
5205057,,0.004,52
5205058,,0.001,52
5205059,,0.001,52
5205060,,0.004,52
5205061,,0.002,52
5205062,,0.004,52
5205063,,0.045,52
5205064,,0.001,52
5205065,,0.001,52
5205066,,0.004,52
5205067,,0.003,52
5205068,,0.001,52
5205069,,0.001,52
5205070,,0.003,52
5205071,,0.003,52
5205072,,0.003,52
5205073,,0.005,52
5205074,,0.001,52
5205075,,0.005,52
5205076,,0.001,52
5205077,,0.001,52
5205078,,0.001,52
5205079,,0.001,52
5205080,,0.001,52
5205081,,0.008,52
5205082,,0.001,52
5205083,,0.001,52
5205084,,0.001,52
5205085,,0.004,52
5205086,,0.006,52
5205087,,0.002,52
5205088,,0.001,52
5205089,,0.002,52
5205090,,0.001,52
5205091,,0.001,52
5205092,,0.002,52
5205093,,0.001,52
5205094,,0.001,52
5205095,,0.004,52
5205096,,0.001,52
5205097,,0.002,52
5205098,,0.001,52
5205099,,0.001,52
5205100,,0.001,52
5205101,,0.002,52
5205102,,0.002,52
5205103,,0.002,52
5205104,,0.002,52
5205105,,0.001,52
5205106,,0.001,52
5205107,,0.005,52
5205108,,0.001,52
5205109,,0.002,52
5205110,,0.03,52
5205111,,0,52
5205113,,0,52
5205114,,0,52
5205115,,0,52
5205116,,0,52
5205117,,0,52
5205118,,0,52
5205119,,0,52
5205120,,0,52
5205121,,0,52
5205122,,0,52
5205123,,0,52
5205124,,0,52
5205125,,0,52
5205126,,0,52
5205127,,0,52
5205128,,0.0022,52
5205129,,0.0022,52
5205130,,0.033,52
5205131,,0.032,52
5205132,,0,52
5205133,,0.033,52
5205134,,0,52
5205135,,0,52
5205136,,0,52
5205137,,0,52
5205138,,0.033,52
5205141,,0.01,52
5205142,,0.01,52
5205143,,0.01,52
5205144,,0.01,52
5205145,,0.01,52
5205146,,0.01,52
5205147,,0.01,52
5205148,,0.001,52
5205149,,0.014,52
5205150,,0.01,52
5205151,,0.01,52
5205152,,0.01,52
5205153,,0.015,52
5205154,,0.01,52
5205155,,0.01,52
5205156,,0.01,52
5205157,,0.02,52
5205158,,0.01,52
5205159,,0.02,52
5205160,,0.004,52
5205161,,0.007,52
5205162,,0.01,52
5205163,,0.01,52
5205164,,0.02,52
5205165,,0.01,52
5205166,,0.02,52
5205167,,0.01,52
5205168,,0.01,52
5205169,,0.01,52
5205170,,0.01,52
5205171,,0.01,52
5205172,,0.01,52
5205173,,0.01,52
5205174,,0.01,52
5205175,,0.01,52
5205176,,0.01,52
5205177,,0.08,52
5205178,,0.01,52
5205179,,0.01,52
5205180,,0.01,52
5205181,,0.01,52
5205182,,0.034,52
5205183,,0.034,52
5205184,,0.034,52
5205185,,0.013,52
5205186,,0.015,52
5205187,,0.026,52
5205188,,0.01,52
5205189,,0.01,52
5205190,,0.01,52
5205191,,0.011,52
5205192,,0.01,52
5205193,,0.01,52
5205194,,0.033,52
5205195,,0.0556,52
5205196,,0,52
5205197,,0,52
5205198,,0,52
5205199,,0,52
5205200,,0,52
5205201,,0,52
5205202,,0,52
5205203,,0.02,52
5205204,,0.02,52
5205205,,0.02,52
5205206,,0,52
5205208,,0.022,52
5205209,,0.022,52
5205210,,0.0006,52
5205211,,0.007,52
5205212,,0.002,52
5205213,,0.066,52
5205214,,0.05,52
5205215,,0.01,52
5205216,,0.033,52
5205217,,0.033,52
5205218,,0.033,52
5205219,,0.033,52
5205220,,0,52
5205221,,0.01,52
5205222,,0.01,52
5205223,,0.01,52
5205224,,0.01,52
5205225,,0.01,52
5205226,,0.01,52
5205227,,0.01,52
5205228,,0,52
5205230,,0,52
5205231,,0,52
5205232,,0,52
5205424,,0.03,52
5205443,,0,52
5205444,,0,52
5209000,20.51,0,52
5209008,1.29,0,52
5209010,166.94,0,52
5209011,151.56,0,52
5300500,,0.15,53
5300501,0.04,0.5,53
5300502,0.35,0.3,53
5300503,0.34,0.24,53
5300504,2.79,0.8,53
5300505,4.13,0.8,53
5300507,195.97,0.25,53
5300508,1.2,2.105,53
5300509,4.46,3,53
5300510,7.07,3.2,53
5300511,6.82,4.6,53
5300512,6.99,3,53
5300513,1.99,6.11,53
5300514,8.5,1.3,53
5300515,10.02,1.62,53
5300516,0.25,1,53
5300518,7.97,5,53
5300519,5.02,5.5,53
5300520,5.85,0.6,53
5300521,5.13,2.5,53
5300522,11.22,10.5,53
5300524,0.51,0.2,53
5300525,167.34,1.4,53
5300526,3.19,2.295,53
5300527,0.37,2.5,53
5300528,0.14,2.7,53
5300529,2.62,2.8,53
5300530,2.74,2.5,53
5300531,6.49,2.5,53
5300532,22.84,1,53
5300533,20.2,2.7,53
5300534,5.68,1.3,53
5300535,10.12,16.6,53
5300537,7.8,8.8,53
5300539,3.75,0.2,53
5300540,8.15,1.2,53
5300542,6.41,0.2,53
5300543,6.5,0.6,53
5300544,6.5,0.4,53
5300545,1.86,3,53
5300546,5.63,3.6,53
5300547,10.17,32,53
5300548,8.73,0.08,53
5300549,2.01,8,53
5300552,4.4,0.147,53
5300553,5.44,1,53
5300554,4.98,0.6,53
5300555,10.27,28,53
5300557,0.59,2.1,53
5300562,17.46,2.8,53
5300564,5.7,1.5,53
5300565,2.19,3.3,53
5300566,4.98,4,53
5300568,0.59,1.6,53
5300569,0.24,1.7,53
5300570,3.06,1.667,53
5300571,14.38,1.6,53
5300572,9.41,0.3,53
5300573,3.28,0.12,53
5300575,7.82,2,53
5300577,13.42,13,53
5300578,2.79,13,53
5300579,1.23,9.36,53
5300580,7.96,6.51,53
5300582,0.1,0.5,53
5300584,147.54,1408,53
5300585,0.98,12,53
5300586,15.58,6,53
5300591,2.26,18.4,53
5300592,2.81,9.0125,53
5300593,5.9,10,53
5300594,2.8,23.32,53
5300595,3.97,22,53
5300596,9.83,7.8,53
5300597,9.85,2,53
5300598,10.02,0.2,53
5300599,171.95,4,53
5300600,1.23,0.5,53
5300601,8.21,0.56,53
5300602,8.39,0,53
5300603,25.81,1,53
5300604,25.18,0.044,53
5300605,2.13,2,53
5300609,,0.01,53
5300612,5.99,6,53
5300613,6.04,5.48,53
5300614,5.99,4,53
5300615,6.81,0.5,53
5300616,6.81,0.75,53
5300620,4.41,4.56,53
5300621,24.25,16,53
5300625,0.16,8.7,53
5300626,7.09,9,53
5300627,1.09,8.87,53
5300628,4.87,10.14,53
5300629,3.84,1.3,53
5300630,4.1,0.2,53
5300631,6.51,2.5,53
5300632,13.38,3.9,53
5300633,164.29,0.291,53
5300635,5.44,2,53
5300636,5.44,1.2,53
5300637,0.31,0.62,53
5300638,7.51,1.6,53
5300639,3.89,2.2,53
5300640,22.25,4.21,53
5300641,4.74,2.08,53
5300642,4.27,2.08,53
5300644,7.47,0.8,53
5300645,1.39,1.2,53
5300646,24.05,2.4,53
5300647,7.82,2,53
5300648,22.25,4,53
5300649,16.32,1.5,53
5300650,16.32,0.3,53
5300651,4.47,0,53
5300652,1.41,5.9,53
5300653,6.9,7.6,53
5300655,2.32,0.5,53
5300656,2.18,0.5,53
5300657,8.95,25,53
5300658,4.63,1,53
5300659,,0.0454,53
5300661,5.44,1.44,53
5300662,1.42,16,53
5300663,,0.053,53
5300664,20.33,3,53
5300665,10.36,1.66,53
5300666,5.04,6.25,53
5300667,5.04,10.85,53
5300668,5.43,2.2,53
5300669,4.88,3,53
5300670,4.65,6.5,53
5300671,3.68,3.5,53
5300672,2.41,3,53
5300675,221.78,1.97,53
5300676,221.82,5.81,53
5300677,6.64,0.2,53
5300678,3.54,31.76,53
5300679,6.74,1.4,53
5300680,4.24,1.84,53
5300682,26.64,1.57,53
5300683,1.98,10.7,53
5300687,9.87,3,53
5300688,6.56,5,53
5300689,6.34,5,53
5300690,6.5,1.2,53
5300692,,6.86,53
5300693,,2,53
5300694,225.3,6,53
5300695,6.46,0.75,53
5300696,6.39,0,53
5300697,7.97,0,53
5300698,1.15,0.4,53
5300699,0.83,0.4,53
5300700,9.84,1.5,53
5300701,7.04,2.8,53
5300702,8.2,2,53
5300703,0.78,1.4,53
5300704,10.27,40,53
5300706,2.89,1,53
5300707,22,0.25,53
5300711,22.68,1,53
5300712,23.51,1,53
5300713,0.86,6,53
5300714,0.37,0,53
5300715,4.21,2.5,53
5300716,24.05,4,53
5300719,23.85,12,53
5300721,2.93,3,53
5300722,8.1,1,53
5300723,7.55,2,53
5300724,2.86,1.5,53
5300725,2.7,0.7,53
5300726,4.98,0.5,53
5300727,5.37,2,53
5300728,16.57,15.9,53
5300729,1.81,5.4,53
5300730,6.46,7.8,53
5300731,7.84,1,53
5300732,10.73,1.6,53
5300733,22.35,0.6,53
5300734,0.48,1.33,53
5300735,4.03,1.38,53
5300737,6.65,6.16,53
5300738,6.03,4.15,53
5300739,6.65,4,53
5300741,22.41,3.2,53
5300744,3.21,1,53
5300745,4.26,10.2,53
5300746,3.08,1.8,53
5300747,2.98,0.8,53
5300748,0.98,0.767,53
5300749,0.69,2.125,53
5300750,0.54,1,53
5300751,4.44,0.4,53
5300752,7.72,0.1,53
5300754,10.27,15,53
5300755,6.24,7.29,53
5300756,9.92,3.2,53
5300757,4.48,1,53
5300758,2.94,6,53
5300759,1.38,5,53
5300760,4.91,7.37,53
5300761,1.19,4,53
5300762,7.77,0.8,53
5300763,20.96,4,53
5300764,4.13,1.5,53
5300765,3.26,3,53
5300766,2.11,7.4,53
5300767,10.38,20.3,53
5300768,26.73,4.1,53
5300769,5.55,1,53
5300770,9.04,1.4,53
5300771,8.66,1.6,53
5300772,10.84,3,53
5300774,7.2,0.3,53
5300775,1.7,1.6,53
5300776,3.41,2.63,53
5300777,7.37,2.63,53
5300778,7.37,2.63,53
5300779,6.15,1.8,53
5300780,5.63,21.4,53
5300781,8.37,5,53
5300783,16.91,2,53
5300784,3.71,0.8,53
5300785,3.71,1.6,53
5300786,,0.17,53
5300787,,0.17,53
5300788,,0.17,53
5300789,0.12,0.34,53
5300790,7.36,4.46,53
5300791,19.22,8.4,53
5300792,2.4,3,53
5300793,0.98,0,53
5300794,10.05,1.68,53
5300795,142.65,0.22,53
5300796,7.69,0.1,53
5300797,0.2,0.7,53
5300798,6.16,2.7,53
5300800,9.2,32,53
5300802,2.87,0.8,53
5300803,7.15,0.2,53
5300804,5.46,0.2,53
5300806,23.62,2.05,53
5300809,8.64,2,53
5300810,158.25,11.1,53
5300815,,3,53
5300816,5.97,7.3,53
5300817,7.37,6.3,53
5300818,7.37,2,53
5300819,3.61,4.65,53
5300820,2.57,3.2,53
5300822,7.43,6,53
5300823,2.99,5.5,53
5300825,7.19,6.65,53
5300826,0.96,2.6,53
5300828,,0.5,53
5300829,24.81,4.42,53
5300830,8.45,1.2,53
5300831,3.27,5,53
5300833,1.46,6,53
5300835,1.45,1.2,53
5300837,8.12,5.2,53
5300838,4.09,2.08,53
5300839,0.66,1.2,53
5300840,0.61,0.3,53
5300841,0.25,0.8,53
5300842,169.41,1.16,53
5300843,6.16,0.7,53
5300847,4.7,2.5,53
5300848,2.98,3,53
5300850,8.21,4.8,53
5300851,9.4,1.2,53
5300852,7.24,3.3,53
5300853,7.25,3.3,53
5300854,8.38,3.3,53
